				VRZ	VRZ_BY	VRZ	1000	0			0	0	0																										HB		0	BAB	BAB-km												DZS	Adressen		Inselbus		Lokalbus	EAK	UZ 				Prinzip	Steuerung								der SST in															Rechts	Hoch	Höhe (ü. NN)	Koordinaten	nur bei Einbiegern			nur bei Abb.	zwischen-/ bei-As	und-AS	
				UZ	UZ_BY	UZ	1000	1			201	1																											HB		0		von	bis	Topographie	Bezeichnung	Location	Dist.	XHI	HI	LO 	IP-Adresse SM	Subnetzmaske	Port-Nr.(IP)	Zst.Nr.	FG	DE-Kanal	Port	Slave/SM	Slave	Kanal	ID	intern	Version	Typ	Anzeige		Bemerkungen 1	Bemerkungen 2	Bemerkungen 3	Typ	Bit	Projekt	Hers.	Fahrtrichtung										WVZ-Semantik (nur für PW)								neu 03/2015	von Richtung	von Str. Nr.	in Richtung	Str. in Richtg.			
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		3	71	222	1	3	2	027	26	TLS12	TLSoIP			Niederschlagsart NS (DE-Typ 71)					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	Niederschlagsart NS (SST Q6)	Niederschlagsart	A003A229,1			A003 A229,1	229,100						Süd/ West	Rechts	9,316711363	49,961108434	291,472		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		3	48	222	1	3	3	027	26	TLS12	TLSoIP			Lufttemperatur LT (DE-Typ 48)					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	Lufttemperatur LT (SST Q6)	Lufttemperatur	A003A229,1			A003 A229,1	229,100						Süd/ West	Rechts	9,316711363	49,961108434	291,472		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		3	55	222	1	3	4	027	26	TLS12	TLSoIP			Rel. Feuchte RLF (DE-Typ 55)					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	Relative Luftfeuchte RLF (SST Q6)	Relative Luftfeuchte	A003A229,1			A003 A229,1	229,100						Süd/ West	Rechts	9,316711363	49,961108434	291,472		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		3	60	222	1	3	5	027	26	TLS12	TLSoIP			Sichtweite SW (DE-Typ 60)					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	Sichtweitensensor SW  (SST Q6)	Sichtweite	A003A229,1			A003 A229,1	229,100						Süd/ West	Rechts	9,316711363	49,961108434	291,472		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		3	61	222	1	4	1	027	26	TLS12	TLSoIP			Helligkeit HK  (DE-Typ 61)					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	Helligkeitssensor HK (SST Q6)	Helligkeit	A003A229,1			A003 A229,1	229,100						Süd/ West	Rechts	9,316627978	49,961097610	292,417		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		4	193	222	1	4	0	027	26	TLS12	TLSoIP			Clusterkanal FG4					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	Clusterkanal FG4 (SST Q6)	Cluster	A003A229,1			A003 A229,1	229,100						Süd/ West	Rechts	9,316627978	49,961097610	292,417		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		4	33	222	1	4	1	027	26	TLS12	TLSoIP	b	2	WZG A für HFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 6	Wechselzeichengeber	A003A229,1			A003 A229,1	229,100	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	HFS	9,316908014	49,961088485	292,552		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		4	97	222	1	4	2	027	26	TLS12	TLSoIP	b	2	WZG B zwischen dem HFS und 1. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 6	Wechselzeichengeber	A003A229,1			A003 A229,1	229,100	WVZ-B	#1#4#8#9#31#32#51#52#53		1		Süd/ West	HFS-UEFS1	9,316908014	49,961088485	292,552		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		4	105	222	1	4	3	027	26	TLS12	TLSoIP	b	2	WZG C erste Textzeile zwischen dem HFS und 1. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 6	Wechselzeichengeber	A003A229,1			A003 A229,1	229,100	WVZ-C	#62#63#64#65#66#67#68#69#70#71#72#74#78#79#80#81#82#83#84#85#86#87#88#91#92#93#94#95#96#97#98#102#201#202#203#204#205#206#215#216		2		Süd/ West	HFS-UEFS1	9,316908014	49,961088485	292,552		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		4	34	222	1	4	4	027	26	TLS12	TLSoIP	b	2	WZG A für 1. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 6	Wechselzeichengeber	A003A229,1			A003 A229,1	229,100	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	UEFS1	9,316908014	49,961088485	292,552		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		4	98	222	1	4	5	027	26	TLS12	TLSoIP	b	2	WZG B zwischen dem 1. ÜFS und 2. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 6	Wechselzeichengeber	A003A229,1			A003 A229,1	229,100	WVZ-B	#1#4#8#9#31#32#51#52#53		1		Süd/ West	UEFS1-UEFS2	9,316908014	49,961088485	292,552		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		4	106	222	1	4	6	027	26	TLS12	TLSoIP	b	2	WZG C erste Textzeile zwischen dem 1. ÜFS und 2. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 6	Wechselzeichengeber	A003A229,1			A003 A229,1	229,100	WVZ-C	#62#63#64#65#66#67#68#69#70#71#72#74#78#79#80#81#82#83#84#85#86#87#88#91#92#93#94#95#96#97#98#102#201#202#203#204#205#206#215#216		2		Süd/ West	UEFS1-UEFS2	9,316908014	49,961088485	292,552		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		4	35	222	1	4	7	027	26	TLS12	TLSoIP	b	2	WZG A für 2. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 6	Wechselzeichengeber	A003A229,1			A003 A229,1	229,100	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	UEFS2	9,316908014	49,961088485	292,552		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		4	99	222	1	4	8	027	26	TLS12	TLSoIP	b	2	WZG B zwischen dem 2. ÜFS und 3. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 6	Wechselzeichengeber	A003A229,1			A003 A229,1	229,100	WVZ-B	#1#4#8#9#31#32#51#52#53		1		Süd/ West	UEFS2-UEFS3	9,316908014	49,961088485	292,552		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		4	107	222	1	4	9	027	26	TLS12	TLSoIP	b	2	WZG C erste Textzeile zwischen dem 2. ÜFS und 3. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 6	Wechselzeichengeber	A003A229,1			A003 A229,1	229,100	WVZ-C	#62#63#64#65#66#67#68#69#70#71#72#74#78#79#80#81#82#83#84#85#86#87#88#91#92#93#94#95#96#97#98#102#201#202#203#204#205#206#215#216		2		Süd/ West	UEFS2-UEFS3	9,316908014	49,961088485	292,552		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,100		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		4	36	222	1	4	10	027	26	TLS12	TLSoIP	b	2	WZG A für 3. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 6	Wechselzeichengeber	A003A229,1			A003 A229,1	229,100	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	UEFS3	9,316908014	49,961088485	292,552		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,080		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		6	1	222	1	32	1	027	26	TLS12	TLSoIP			Türkontakt (Typ48)			48		Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	SST Q6	Türkontakt	A003A229,1			A003 A229,1	229,080						Süd/ West	Rechts	9,316627978	49,961097610	292,417		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,080		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		6	2	222	1	32	2	027	26	TLS12	TLSoIP			Stromversorgung (Typ51)			51		Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	SST Q6	Stromversorgung	A003A229,1			A003 A229,1	229,080						Süd/ West	Rechts	9,316627978	49,961097610	292,417		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,080		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		6	3	222	1	32	3	027	26	TLS12	TLSoIP			Heizung (Typ52)			52		Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	SST Q6	Heizung	A003A229,1			A003 A229,1	229,080						Süd/ West	Rechts	9,316627978	49,961097610	292,417		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	229,080		Q 6	A 003 A 229,1	10857	60	2A	69	3C	172.27.13.180	255.255.255.0	10000		6	4	222	1	32	4	027	26	TLS12	TLSoIP			Temperaturüberwachung (Typ49)			49		Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	SST Q6	Temperaturüberwachung	A003A229,1			A003 A229,1	229,080						Süd/ West	Rechts	9,316627978	49,961097610	292,417		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		1	33	222	2	1	1	027	26	TLS12	TLSoIP			HFS FR Süd/West	Überkopfdetektor				Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ7 (Radar)	Messschleife	A003A231,0	MQ1 SW HFS	#A003A231,0	A003 A231,0	231,000						Süd/ West	HFS	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		1	34	222	2	1	2	027	26	TLS12	TLSoIP			1. ÜFS FR Süd/West	Überkopfdetektor				Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ7 (Radar)	Messschleife	A003A231,0	MQ1 SW HFS	#A003A231,0	A003 A231,0	231,000						Süd/ West	UEFS1	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		1	35	222	2	1	3	027	26	TLS12	TLSoIP			2. ÜFS FR Süd/West	Überkopfdetektor				Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ7 (Radar)	Messschleife	A003A231,0	MQ1 SW HFS	#A003A231,0	A003 A231,0	231,000						Süd/ West	UEFS2	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		1	36	222	2	1	4	027	26	TLS12	TLSoIP			3. ÜFS FR Süd/West	Überkopfdetektor				Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ7 (Radar)	Messschleife	A003A231,0	MQ1 SW HFS	#A003A231,0	A003 A231,0	231,000						Süd/ West	UEFS3	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		3	61	222	2	4	1	027	26	TLS12	TLSoIP			Helligkeit HK  (DE-Typ 61)					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	Helligkeitssensor (SST Q7)	Helligkeit	A003A231,0			A003 A231,0	231,000						Süd/ West	Rechts	9,326582493	49,952799672	332,964		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		4	193	222	2	4	0	027	26	TLS12	TLSoIP			Clusterkanal FG4					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	Clusterkanal FG4 (SST Q7)	Cluster	A003A231,0			A003 A231,0	231,000						Süd/ West	Rechts	9,326582493	49,952799672	332,964		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		4	33	222	2	4	1	027	26	TLS12	TLSoIP	b	2	WZG A für HFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 7	Wechselzeichengeber	A003A231,0			A003 A231,0	231,000	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	HFS	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		4	97	222	2	4	2	027	26	TLS12	TLSoIP	b	2	WZG B zwischen dem HFS und 1. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 7	Wechselzeichengeber	A003A231,0			A003 A231,0	231,000	WVZ-B	#1#4#8#9#31#32#51#52#53		1		Süd/ West	HFS-UEFS1	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		4	105	222	2	4	3	027	26	TLS12	TLSoIP	b	2	WZG C erste Textzeile zwischen dem HFS und 1. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 7	Wechselzeichengeber	A003A231,0			A003 A231,0	231,000	WVZ-C	#62#63#64#65#66#67#68#69#70#71#72#74#78#79#80#81#82#83#84#85#86#87#88#91#92#93#94#95#96#97#98#102#201#202#203#204#205#206#215#216		2		Süd/ West	HFS-UEFS1	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		4	34	222	2	4	4	027	26	TLS12	TLSoIP	b	2	WZG A für 1. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 7	Wechselzeichengeber	A003A231,0			A003 A231,0	231,000	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	UEFS1	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		4	98	222	2	4	5	027	26	TLS12	TLSoIP	b	2	WZG B zwischen dem 1. ÜFS und 2. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 7	Wechselzeichengeber	A003A231,0			A003 A231,0	231,000	WVZ-B	#1#4#8#9#31#32#51#52#53		1		Süd/ West	UEFS1-UEFS2	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		4	106	222	2	4	6	027	26	TLS12	TLSoIP	b	2	WZG C erste Textzeile zwischen dem 1. ÜFS und 2. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 7	Wechselzeichengeber	A003A231,0			A003 A231,0	231,000	WVZ-C	#62#63#64#65#66#67#68#69#70#71#72#74#78#79#80#81#82#83#84#85#86#87#88#91#92#93#94#95#96#97#98#102#201#202#203#204#205#206#215#216		2		Süd/ West	UEFS1-UEFS2	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		4	35	222	2	4	7	027	26	TLS12	TLSoIP	b	2	WZG A für 2. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 7	Wechselzeichengeber	A003A231,0			A003 A231,0	231,000	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	UEFS2	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
																																						2014-09-13_SBA-UZ-A3AB-ErwKauppe-BA2_BasisV2-2-8-ave_v1.2_AIX.xls	UZ A3Aschaffenburg	Aktiv	X	A 3	231,000		Q 7	A 003 A 231,0	10857	89	2A	69	59	172.27.13.182	255.255.255.0	10000		4	99	222	2	4	8	027	26	TLS12	TLSoIP	b	2	WZG B zwischen dem 2. ÜFS und 3. ÜFS der FR Süd/West					Erneuerung Kauppenaufstieg 2.BA	13	Würzburg	AQ 7	Wechselzeichengeber	A003A231,0			A003 A231,0	231,000	WVZ-B	#1#4#8#9#31#32#51#52#53		1		Süd/ West	UEFS2-UEFS3	9,326742271	49,952659493	324,681		Frankfurt		Würzburg		AS 62 Bessenbach/ Waldaschaff (Kr. Str. AB4) 	AS 63 Weibersbrunn (St 2308)	
